jobTitle,company,address,salaryMin,salaryMax,date,jobDescription,jobUrl,oriJobId
C++ programátor - dlouhodobá spolupráce na celosvětovém produktu,Compelson s.r.o.,"Jankovcova 1569/2c, Praha - Holešovice",,,2025-09-19,"Pracovní nabídka Proč se k nám přidat? Nabízíme stabilní práci na tak dlouho, jak dlouho budeš chtít zůstat Jsme stabilní firma na trhu od roku 1991 Jsme parta lidí, kterou baví to co dělají To, co děláme, má hlubší smysl Tvoříme jedinečné produkty, které pomáhají odhalovat zločince Naše produkty se používají na celém světě Používáme nejlepší hardware, software a cloudové služby Zajistíme tvůj odborný růst, poskytujeme odborné konference, spolupracujeme s univerzitami Jsme přímo centrála s core vývojem, ne pobočka, která programuje vedlejší věci Máme flexibilní pracovní dobu Nové moderní prostory s luxusním výhledem na Vltavu Dobře vyděláváme Na čem u nás můžeš rozvíjet svůj talent? U nás ani nezakrníš, ani se nebudeš nudit, vývoj u nás tě bude bavit. Náš vývoj je totiž neskutečně rozmanitý a navíc můžeš přecházet mezi různými projekty: Programování pokročilých algoritmů Programování cool UI, které uživatelé milují Pokročilá grafika - zobrazování grafů, souvislostí mezi důkazy Prolamování bezpečnosti telefonů - low level programování, komunikační protokoly Analýza dat dronů Low-level připojování do cloudových služeb, prolamování Výzkum v oblasti IoT, analýza bezpečnosti, prolamování Výzkum a vývoj v oblasti Deep Learning, rozpoznání obrazu, videa, porozumění textu, vyhodnocování souvislostí, důkazů a další Hledání a analýza malware a spyware Implementace file-systémů na low-level úrovni Práce na našem vlastním ""Total Commanderu"" Spolupráce přímo na konkrétních případech s vyšetřovateli doma i ve světě Máme k dispozici obrovské množství všech možných mobilů ke zkoumání Jsme umělci U nás neděláme zakázkový vývoj jako většina softwarových firem, ale pracujeme jen na svých produktech, na zadání, které si sestavujeme sami a v termínech které si určujeme my. Zkrátka do naší práce nám uživatelé nemluví. Pojďme se poznat Pokud se k nám chceš přidat, pošli nám své CV a my se s tebou spojíme. Těšíme se, až tě osobně poznáme!",https://www.jobs.cz/rpd/2000401261/,2000401261
Senior Cloud Developer,Konplan s.r.o.,Praha – Nové Město + 1 další lokalita,,,2025-09-19,"Your favourite drink? Regardless of what it is - it could well be that it was manufactured with the aid of our digitalization solutions. In the Czech Republic Konplan is a proud part of Krones.digital - an international community of technology enthusiasts within the Krones Group. We are all united by one great mission: to lead the beverage and food industry into a sustainable future and to optimize production wherever there is still room for improvement. Senior Cloud Developer Are you a skilled Cloud Developer looking for a new and exciting challenge? Look no further! Krones.digital, a digital solutions provider that offers innovative software, consulting, and data-driven services for the beverage, food, and packaging industries has opened a brand-new Digital Hub in Prague, and we are seeking a talented Cloud Developer to join our team! As a member of our team, you will be part of an international community of technology enthusiasts working on cross-disciplinary projects within our organization. You will be responsible for developing and maintaining cutting-edge cloud-based solutions, contributing to our company's digital transformation. Your mission at Krones.digital: Designing, implementing, and optimizing the AWS infrastructure to support our IIoT platform and various services provided on top of it, ensuring high availability, scalability, and cost-effectiveness. Develop and maintain serverless architectures using AWS services like Lambda, API Gateway, DynamoDB, S3, Kinesis, SQS, SNS, EventBridge, Aurora, Step Functions, CloudFront, IoT, SSM, Greengrass (for AWS Lambda you will be mainly using Python and TypeScript). Designing, implementing frontend applications using Angular and React frameworks and TypeScript language. Collaborating with cross-functional teams, including UX designers, security engineers, product managers, and other stakeholders to ensure smooth development and delivery of our IoT platform. What are you bringing to Krones.digital? Bachelor's degree in Computer Science or related field. Previous experience with Product web development (functionalities, enterprise level, not only infrastructure, but scalable, multi-tenant solutions) 4+ years of Cloud Experience (AWS/Azure) Architecture (microservices, interservice communication bus, APIs), event-driven architecture Programing languages / frameworks:Backend: Python or Typescript Nice to have - Frontend: React, Angular 9+. Knowledge of Scrum or Kanban methodologies. Good command of English (Czech is not required). Excellent analytical and problem-solving skills, with the ability to think creatively and strategically. Strong communication and interpersonal skills, capable of building and maintaining relationships across the organization. Additional knowledge you will have an opportunity to use (but we do not require): Security, DevOps, Testing, Versioning, Documentation, TDD (Test Driven Design), DDD (domain driven design), SOLID, Jenkins, GIT, CI/CD, IoT, Docker. In return, we offer: A chance to work on exciting and challenging projects that will shape the future of our company. Opportunities for professional development, including training and certification programs. Flexible working hours reduced to 38.5 hours per week. Salary and Target bonus. 25 days of paid leave. Home office. E-meal vouchers. Pension insurance allowance. Referral bonus. Working anniversary bonus. Cafeteria (flexible benefits) contribution. Corporate events (eg. Family Day, Christmas party, To work on a bike and many others). Health care program – uLékaře.cz online service (also for family members), prevention with Loono. Special offers (O2 Family program, VIP program Datart, ČSOB program, loans, Škoda Auto Volf).",https://www.jobs.cz/rpd/2000611209/,2000611209
Senior Back End Developer - Mercedes-Benz,Mercedes-Benz Financial Services Česká republika s.r.o.,"Daimlerova 2296/2, Praha - Chodov",,,2025-09-19,"Pracovní nabídka Do našeho teamu vývojářů hledáme profíka, který má chuť podílet se na vývoji back-endu našich aplikací. Hledáme někoho se zájmem a zkušenostmi z oblasti vývoje softwaru a s ambicí být součástí transformace naší společností, a to navíc v rámci clusteru CEE (Central and Eastern Europe). Back-End vývojář se u nás zabývá přípravou aplikační logiky primárně pro webové aplikace a spolupracuje na její úspěšné implementaci s kolegy z Front-endu, přičemž vše probíhá kompletně in-house. Nabízíme různorodou práci na zajímavých projektech a práce Ti bude dávat vždy smysl a budeš moci ovlivnit budoucí podobu našich aplikací a produktivitu a efektivitu toho, jak pracujeme.. Pokud se chceš podílet na vývoji softwaru, využívat benefitů korporátu a stát se součástí mladého dynamického týmu s rodinnou atmosférou, tak neváhej a pošli nám svoje CVčko. Co bude Tvojí náplní práce? Navrhovat strukturu a architekturu našich back-end řešení na bázi .NET Zajišťovat soulad back-end řešení s požadavky na uživatelskou zkušenost a optimalizaci řešení, propojení s front-end aplikacemi Budeš součástí vnitřního týmu, který rozvíjí aplikace agilním způsobem Budeš součástí rozvoje našeho vývojářského týmu s mezinárodním přesahem v rámci střední Evropy Budeš komunikovat napříč odděleními a novými řešeními ovlivníš naplnění strategii digitalizace a optimalizace našich procesů Budeš součástí firmy, která do digitalizace hodně investuje Co od Tebe očekáváme? Zkušenosti na podobné pozici 3-5 let Výbornou znalost .NET, ASP.NET core, C#, Rest API, Entity Framework core výhodou Výborná znalost relačních databází Microsoft SQL, znalost Oracle velkou výhodou Znalost angličtiny na komunikační úrovni (B2) Min. středoškolské vzdělání s prokazatelnou praxí nebo VŠ vzdělání (informatika výhodou) Teamového ducha Co Ti můžeme nabídnout? Zázemí stabilního zaměstnavatele, kreativní práci plnou výzev v kolektivu technických nadšenců a atraktivní firemní benefity jako: Roční bonus závislý na výsledcích firmy a individuálním výkonu 200 hodin (25 dní) dovolené Výhodný zaměstnanecký leasing na vozy Mercedes-Benz nebo výhodnou půjčku pro zaměstnance Moderní kanceláře a možnost práce z domova dva dny v týdnu Podporu dalšího vzdělání a osobního růstu vč. jazykových kurzů angličtiny a přístupu ke kurzům LinkedIn Learning Možnost karierního růstu v rámci oddělení i napříč skupinou Mercedes-Benz Atraktivní balíček životního pojištění Příspěvek na penzijní připojištění Edenred Benefit Card nebo MultiSportka Kantýnu a výbornou kávu Firemní/týmové akce vč. dobrovolnických akcí Přátelské pracovní prostředí, kde všichni táhnou za jeden provaz a pomáhají si",https://www.jobs.cz/rpd/2000626271/,2000626271
Frontend vývojář,"NAKIT, s. p.",Praha – Vršovice,,,2025-09-19,"Hledáme zkušené frontend vývojáře na projekty s dopadem na celou naši republiku! Věnovat se budeš hlavně: Vývoji webových aplikaci pro státní správu. Spolupráci s celým týmem vývojářů, analytiků a testerů. Pro práci v NAKITu se Ti hodí: Znalost práce s webovými technologiemi (javascript, React, CSS, HTML5). Porozumění a čtení UML, logické myšlení a algoritmizační schopnosti. Úroveň angličtiny stačí pro čtení technické dokumentace, ale klidně i lepší :) Tvoje výhoda může být zkušenost: Práce v prostředí Azure DevOps. Znalost GITu. dockeru. Nabízíme Ti seberealizaci při práci, která Tě rozhodně posune dál, další rozšiřování znalostí a prohlubování kvalifikace, atraktivní ohodnocení, časovou flexibilitu a fajn benefity. To všechno v klidu na Praze 10 u Edenu nebo z Home Office. Rádi se s Tebou potkáme online a probereme možnosti spolupráce ;)",https://www.jobs.cz/rpd/2000773897/,2000773897
C#/.NET backend vývojář – medior,"NAKIT, s. p.",Praha – Vršovice,,,2025-09-19,"Hledáme backend vývojáře na projekty s dopadem na celou naši republiku! Hlavně s chutí věnovat se: • vývoji nových řešení, které mají opravdový dopad na to, jak žijeme v naší České republice. Znáš? C# a .NET (.NET: latest, Entity framework: latest, SOAP, REST, gRPC); SQL, PostgreSQL; NoSQL Databáze; Clean Code; SOLID; KISS. Máš? Úroveň angličtiny máš pro čtení technické dokumentace, ale klidně i lepší :) OBROVSKOU MOTIVACI SE UČIT. Tvoje výhoda může být zkušenost: S open-source systémy a linuxovou infrastrukturou. S build continuous nástroji (GitLab / Azure DevOps). Porozumění a čtení UML, logické myšlení a algoritmizační schopnosti. Nabízíme Ti seberealizaci při práci, která Tě rozhodně posune dál, další rozšiřování znalostí a prohlubování kvalifikace, atraktivní ohodnocení, časovou flexibilitu a fajn benefity. To všechno v klidu na Praze 10 u Edenu nebo z Home Office. Rádi se s Tebou potkáme online a probereme možnosti spolupráce ;)",https://www.jobs.cz/rpd/2000773881/,2000773881
C#/.NET backend vývojář – senior,"NAKIT, s. p.",Praha – Vršovice,,,2025-09-19,"Hledáme zkušené backend vývojáře na projekty s dopadem na celou naši republiku! Hlavně s chutí věnovat se: • Vývoji nových řešení, které mají opravdový dopad na to, jak žijeme v naší České republice. Znáš? C# a .NET (.NET: latest, Entity framework: latest, SOAP, REST, gRPC); SQL, PostgreSQL; NoSQL Databáze; Clean Code; SOLID, KISS, DRY; Design patterns; DDD, Code-First, DB-First; Cloud World AZURE/AWS (Microservices, Docker, Kubernetes, RabbitMQ, Kafka, atd.); Sync/Async a další. Máš? Úroveň angličtiny máš pro čtení technické dokumentace, ale klidně i lepší :) OBROVSKOU MOTIVACI SE UČIT. Tvoje výhoda může být zkušenost: S open-source systémy a linuxovou infrastrukturou. S build continuous nástroji (GitLab / Azure DevOps). Porozumění a čtení UML, logické myšlení a algoritmizační schopnosti. Nabízíme Ti seberealizaci při práci, která Tě rozhodně posune dál, další rozšiřování znalostí a prohlubování kvalifikace, atraktivní ohodnocení, časovou flexibilitu a fajn benefity. To všechno v klidu na Praze 10 u Edenu nebo z Home Office. Rádi se s Tebou potkáme online a probereme možnosti spolupráce ;)",https://www.jobs.cz/rpd/2000773867/,2000773867
C#/.NET Tech Lead,"NAKIT, s. p.",Praha – Vršovice,,,2025-09-19,"Hledáme zkušeného vývojáře na pozici Tech Lead pro projekty s dopadem na celou naši republiku! Věnovat se budeš hlavně: Volbě technického směru vývoje, použitých technologií, knihoven a nástrojů. Detailní IT/systémové analýze – definici datových modelů, API kontraktů apod. Překladu analýzy a architektury do konkrétních technických návrhů a úkolů pro vývojáře. Vedení a mentoringu týmu vývojářů přidělených na daný projekt. Spolupráci s týmem analytiků, architektů a testerů. Dále spolupráci s DevOps na CI/CD a infrastruktuře (Docker, Swarm, Kubernetes, cloud). Komunikaci s managementem/ projekťákem, plánování projektů, dodržování termínů a kvalitativních standardů. Programování (když to čas dovolí 😊). Pro práci v NAKITu se Ti hodí: Hluboké znalosti vývojové platformy .NET a souvisejících technologií (Entity framewort, SOAP, REST, gRPC, SQL, microservices). Schopnost vést, motivovat a efektivně organizovat práci týmu. Komunikační dovednosti pro dobrou spolupráci s členy týmu, managementem a dalšími odděleními. Úroveň angličtiny stačí pro čtení technické dokumentace, ale klidně i lepší :) Tvoje výhoda může být zkušenost: S open-source systémy a linuxovou infrastrukturou. S build continuous nástroji (GitLab / Azure DevOps). Porozumění a čtení UML, logické myšlení a algoritmizační schopnosti. S dalšími programovacími jazyky (java, python, javascript, PHP). Zkušenosti s agilním vývojem. Nabízíme Ti seberealizaci při práci, která Tě rozhodně posune dál, další rozšiřování znalostí a prohlubování kvalifikace, atraktivní ohodnocení, časovou flexibilitu a fajn benefity. To všechno v klidu na Praze 10 u Edenu nebo z Home Office. Rádi se s Tebou potkáme online a probereme možnosti spolupráce ;)",https://www.jobs.cz/rpd/2000773844/,2000773844
Data analyst,Skupina ČEZ,Praha – Michle,,,2025-09-19,"Do našeho rostoucího IT týmu v rámci společnosti ČEZ Prodej hledáme vhodného kandidáta/kandidátku na pozici Data analytik, který by nám pomohl s rozvojem nového cloudového DWH a byl součástí aktuálních/budoucích transformačních projektů. Co u nás budeš dělat? Analýzu byznysových datových potřeb a přípravu podkladů pro rozvoj stávajícího DWH. Identifikovat potřebná zdrojová data a navrhovat jejich transformace do jednotného datového modelu. Spolupracovat s ostatními týmy a kolegy v oblasti IT a business. Podílet se na tvorbě dokumentace. Konzultovat návrh se zadavateli a s ostatními členy řešitelského týmu. Jak si tě představujeme? Máš zkušenosti z oblasti analýzy dat a rozvoje IT systémů. Znáš dobře jazyk SQL, případně i další moderní jazyky, např. Python. Máš zkušenosti s datovým modelováním (logický, fyzický datový model) v nějakém metadatovém nástroji, např. Enterprise Architect. Orientuješ se v cloudových platformách, např. MS Azure, tak je to vítaný bonus. Velkou výhodou jsou zkušenosti s datovou a integrační architekturou SAP (ISU, CRM). Máš rozvinuté analytické myšlení, schopnost identifikovat příčinu problému, navrhnout a obhájit si řešení. Dokážeš odprezentovat výsledky své práce a aktivně komunikovat v rámci týmu. Jsi samostatný, odpovědný, spolehlivý a řešíš věci proaktivně. Proč k nám? Pracoviště v moderně zrekonstruovaných kancelářích na Brumlovce. Hybridní formu spolupráce a zkrácenou pracovní dobu 37,5 hodin týdně. Příspěvek na penzijní připojištění, životní pojištění a DIP. Osobní účet na volnočasové aktivity - cestování, sport, zdraví, kulturu, vzdělávání, zážitky a nákup tištěných knih. Pracoviště: Praha či Plzeň. Pokud tě tato pozice zaujala a chceš do toho jít s námi, pošli nám přes odpovědní tlačítko ""Mám zájem"" svůj životopis a my se ti ozveme!",https://www.jobs.cz/rpd/2000727702/,2000727702
Samostatný/á vývojář/ka klíčových aplikací pro ScioŠkoly (.NET Core & Blazor),Scio,"Pobřežní 658/34, Praha - Karlín",80000,110000,2025-09-19,"Pracovní nabídka Chceš svou prací ovlivňovat budoucnost vzdělávání? Baví tě řešit komplexní agendy a stavět systémy, na které se lidé mohou spolehnout? Přidej se k nám a podílej se na vývoji klíčových IT systémů, které denně používají ScioŠkoly po celé České republice. Na čem budeš konkrétně dělat? Budeš se starat o vývoj a údržbu našeho high stakes systému pro správu přihlášek, podpisů smluv a výhledově i plateb školného. Tvoje práce bude mít přímý dopad na hladký chod našich škol. Budeš pracovat s daty souvisejícími s provozem školy – od evidence žáků a pedagogů po pravidelné výkazy pro MŠMT a další instituce. Pracujeme se systémy jako Edookit a Dipsy. Dostaneš na starost správu webů (údržba stávajících webů na platformě Umbraco 8 a příprava na migraci na Umbraco Core). Klíčové jsou inovace (třeba vývoj nových funkcí pro interní informační systém ScioŠkol). S jakými technologiemi pracujeme? Určitě potřebujeme, abys znal/a: .NET Core, Blazor (preferenčně server, případně wasm), SQL Server (nebo alespoň Postgre), TypeScript. Pokud se vyznáš v následujícím, je to plus: AI, MAUI, NodeJS, Umbraco, NUnit, SASS. A třešnička na dortu? Pro nás určitě Playwright/Puppeteer, Google APIs, BankID, NIA, PKCS #11, Scriban, Jint. Jsi pro nás skvělý/á kandidát/ka, pokud: znáš techstack popsaný výše, kód nepíšeš ručně, ale primárně kontroluješ ten vygenerovaný, máš zkušenosti se zpracováním agend – ideálně v oblasti vzdělávání, případně ve zdravotnictví, právu nebo stavebnictví, rozumíš práci s daty – od návrhu struktury přes import/export až po integraci mezi systémy, orientuješ se ve vývoji nebo správě složitějších CMS/IS (nebo jsi je sám vyvíjel/a). Co za to? 💸 80 - 110 tis. Kč/měsíc ⛱ 30 dní dovolené 🕘 Flexibilní práce – většinu času můžeš být remote, v kanclu se potkáváme cca 2x týdně. 🧑🤝🧑 Skvělí kolegové a otevřenost. Podívej se na nás na Atmoskopu. 📚 Podporujeme vzdělávání – seberozvoj je pro nás základ. 💡 Práce, která má reálný dopad. Jak to u nás chodí? Spolu s přihláškou do výběrka nám pošli zpracovaný projekt (níže). Pošleme ti náš Test pracovního potenciálu (TPP). Nejde o test programovacích dovedností. TPP nám pomáhá zjistit, jak přemýšlíš a jak přistupuješ k řešení problémů – používáme ho u všech pozic ve Scio. Pohovor: Sejdeš se s Jonem (jeden z majitelů Scio), vývojářem Matějem a Katkou z HR. Offline, ideálně u nás v Karlíně. Když si padneme do oka, potkáš se ještě krátce s naším zakladatelem Ondřejem Štefflem. Těšíme se! Katka, Matěj, Jon Zadání projektu Vytvoř webovou aplikaci pro sjednávání schůzek podle popisu níže. Funkcionalita: Přihlášení / registrace pomocí Google účtu. Přihlášený uživatel má na hlavní stránce aplikace k dispozici tlačítko, kterým vygeneruje unikátní odkaz, který může sdílet pro sjednání jedné schůzky a odkaz, který mu zobrazí jeho vlastní kalendář. Kdokoli kromě vlastníka odkazu (přihlášený i nepřihlášený uživatel) je po jeho otevření v prohlížeči přesměrován na sjednání schůzky. Na stránce je h1 nadpis s jménem a prvním znakem z příjmení vlastníka odkazu, např. ""Sjednat schůzku s Honzou N."" (správné skloňování jména je bonusový úkol, v základu stačí ""Sjednat schůzku s uživatelem Honza N.""). Pod tímto nadpisem je h2 nadpis s informací, kolik schůzek má uživatel v tomto měsíci (tedy od prvního do posledního dne v současném měsíci, např. pokud se na stránku dívám 15. 8., zobrazí se počet schůzek od 1. 8. do 31. 8.). Pod těmito nadpisy následuje kalendář zobrazený v režimu ""měsíc"", tedy jedno políčko pro každý den v současném měsíci, mřížka (pro představu layoutu např. Google kalendář v tomto režimu). V kalendáři jsou vyšrafovaně již rezervované termíny, nicméně kdokoli kromě vlastníka odkazu nevidí jejich obsah, pouze, že daný termín je obsazený. Pravidla sjednávání schůzek: není možné sjednat schůzky v minulosti, dnes, o víkendech, během státních svátků České republiky a déle než 2 měsíce dopředu. Není možné rezervovat více než 3 schůzky každý den. Mezi každou schůzkou musí být nejméně 15 minut pauza. Schůzky je možné sjednat od 9:00 do 16:00. Jedním odkazem je možné sjednat pouze jednu schůzku. Schůzka se sjednává kliknutím do daného dne, což otevře modal (dialogovné okno) s výběrem délky schůzky (30 min, 45 min, 1 hod), po výběru radioboxy s možnými termíny - zobrazují se všechny validní možnosti pro zvolenou délku (tedy při zvolení 30 min se zobrazí více radioboxů než při zvolení 1 hod), tento výběr se dynamicky upravuje při výběru jiné délky schůzky. Obsazené, nebo z jiného důvodu nedostupné termíny jsou reprezentovány disabled stavem, label u každého checkboxu je ve formátu ""od-do"", případně "" (obsazeno)"", nebo "" (nedostupné)"", např. ""9:00-9:30"". Dále je nutné zadat vlastní jméno a příjmení. Po potvrzení je schůzka rezervována, zobrazena v kalendáři jako modrá událost ""Vaše schůzka s Honzou N."" Přihlášený uživatel se může podívat do svého kalendáře ve stejném zobrazení, může listovat měsíci (např. pomocí šipek, tlačítek), vidí své schůzky jako jméno a příjmení uživatele, který si schůzku dohodl, např. ""9:00-9:30, Petr Anděl"". Volitelné výzvy : Skloňování jmen a příjmení viz výše. Odeslání e-mailu vlastníku kalendáře po sjednání schůzky. Možnost změnit termín, případně schůzku zrušit. Technologie: Blazor Server, .NET Core 8/9/10.- SQL Server. TS, Sass/Tailwind. Poznámky: Můžete použít AI k řešení úkolu v libovolném rozsahu dle vlastního uvážení. Prosíme pouze o stručné vyjádření, jaká část aplikace byla vytvořena pomocí AI, jaké konkrétní nástroje byly použity, stačí velmi jednoduše, např. ""celé to psalo chatgpt"". Oceníme nízkou kognitivní složitost a jednoduchost. Máme rádi, když věci nejsou zbytečně složité. Bude nás zajímat vaše řešení souběžnost. V praxi budete řešit úkoly v relativně vysoce souběžném prostředí, např. když jsou vypsány nové termíny návštěv ScioŠkol. :-) Vzhled aplikace vám může přinést plusové body. Je možné použít libovolné JS/TS knihovny, ale nepoužívejte prosím žádné Blazor UI knihovny typu Syncfusion, Radzen, atd. Připojte prosím poznámku, kolik času jste strávil/a řešením úkolu. Preferujeme odevzdání formou GitHub repozitáře. Pokud z jakéhokoli důvodu preferujete soukromý repozitář, přidejte prosím handle @lofcz jako spolupracovníka (collaborators) pro odevzdání úkolu. Pokud je možné, neodevzdávejte prosím .zip soubor.",https://www.jobs.cz/rpd/2000712259/,2000712259
Specialista letištních aplikací,"Letiště Praha, a. s.",Praha – Ruzyně,,,2025-09-19,"Co u nás budete dělat: Spravovat agendu různorodých aplikací Letiště Praha (např. Autodesk, Adobe, aplikace pro geodety, Celní aplikace) Provádět aplikační správu, instalace klientů a základní správu serverů Řešit incidenty a servisní zásahy ve svěřených aplikacích Spravovat a implementovat další systémy skupiny Letiště Praha (ve spolupráci s externími dodavateli) Jednat s uživateli a garanty svěřených systémů, analyzovat jejich potřeby a požadavky a zadávat jejich realizace dodavatelům Aktivně se podílet na rozvojových IT projektech Občas držet pohotovost mimo standardní pracovní dobu Jste pro nás ideálním kandidátem/kandidátkou pokud: Máte alespoň dvouletou praxi v oblasti IT, ideálně se zaměřením na správu aplikací Máte zkušenosti s podporou uživatelů, sběrem a základní analýzou jejich požadavků a implementací nových funkcionalit ve svěřených systémech ve spolupráci s dodavateli Máte základní znalosti aplikační, serverové a síťové architektury na úrovni aplikačního správce, znalost databází výhodou Máte základní znalost Active Directory a fungování domén v prostředí MS výhodou Jste zodpovědný, samostatný, spolehlivý, pečlivý Máte dobré organizační a komunikační dovednosti a chuť učit se novým věcem Máte znalost anglického jazyka minimálně na úrovni porozumění odborných textů Nabídneme vám: Podporu a jistotu vlastního rozvoje, kontakt s nejnovějšími technologiemi včetně AI (např. M365 Copilot), podmínky pro realizaci inovativních nápadů Hlavní pracovní poměr a příjemné zázemí Těšit se můžete na úžasnou atmosféru a práci v zajímavém inovativním prostředí mezinárodního letiště, spoustu benefitů a dalších výhod 5 týdnů dovolené a pružná pracovní doba (7,5 hod denně) Zaměstnanecká restaurace s výhledem na letadla, kde si můžete dát snídani a oběd za zvýhodněnou cenu CAFETERIA benefit 20 000 Kč ročně na Flexipasy, Multisport kartu, masáže, vzdělávací kurzy, proplacení dovolené a další Také vás nemine 13. mzda Příspěvek na penzijní připojištění i pojistku na „blbost“ Jazykové kurzy angličtiny V neposlední řadě můžete využít zvýhodněné zaměstnanecké letenky, slevy v letištních obchodech a mnoho dalšího Práci si také zpestřujeme různými firemními akcemi a soutěžemi",https://www.jobs.cz/rpd/2000773808/,2000773808
Head of Operations,RONDA INVEST a.s.,"Olivova 2096/4, Praha - Nové Město",120000,150000,2025-09-19,"Pracovní nabídka Plný úvazek | Praha | Nástup možný ihned O nás Jsme česká P2B platforma , která propojuje investory s nadějnými firmami hledajícími kapitál pro svůj růst. Od roku 2017 rosteme a zároveň neustále zlepšujeme kvalitu našich služeb i vnitřních procesů. Do našeho holdingu hledáme Head of Operations – klíčovou roli v řízení procesů a interních systémů . Tento člověk povede provozní tým a bude hlavním tahounem rozvoje interních nástrojů a zvyšování efektivity. Co konkrétně budeš dělat: Zmapuješ, popíšeš a nastavíš klíčové provozní procesy . Povedeš a rozvineš provozní tým (nábor, rozvoj, motivace, zpětná vazba). Budeš řídit rozvoj a prioritizaci interních systémů (např. Online Portál, účetní systém, CRM, HR systém, Jira). Zajistíš, aby procesy a nástroje podporovaly strategii firmy – s důrazem na automatizaci a minimalizaci chybovosti. Budeš řídit efektivitu provozních procesů a hledat dlouhodobá řešení namísto krátkodobých záplat. Udržíš vysoký standard projektového řízení a transparentní komunikaci napříč firmou. Jak to u nás funguje? Sídlíme v centru Prahy, mezi Václavským náměstím a Hlavním nádražím , v moderní kanceláři kde máme k dispozici zasedačky i klidové prostory pro soustředěnou práci. Většinu času se potkáváme osobně v kanceláři. Fungujeme v přátelské a otevřené atmosféře – zakládáme si na spolupráci, neformálních vztazích a společných akcích, jako jsou teambuildingy nebo vánoční večírky. Hledáme kolegy a kolegyně, kteří k nám zapadnou nejen odborně, ale i lidsky. Jak si Tě představujeme? Máš zkušenosti s vedením menšího až středně velkého týmu a dokážeš ho motivovat k lepším výsledkům (oceníme konkrétní čísla či příklady). Dokázal/a jsi zjednodušit a zefektivnit klíčové provozní nebo systémové procesy a umíš změřit jejich přínos. Máš praxi v oblasti operations , ideálně se zkušenostmi s interními systémy nebo IT nástroji . Disponuješ strategickým myšlením, umíš stanovovat priority a nastavovat jasné cíle. Na co se můžeš těšit ? Finanční ohodnocení je navázané na zkušenosti a potenciál, bonusový systém na výsledky společnost. Klíčovou roli v rámci holdingu s přímým dopadem na jeho fungování. Možnost formovat interní systémy a procesy od základu. Prostor pro inovace a automatizaci. Multisportku s většinovým příspěvkem od zaměstnavatele i mobilní telefon[U6] Firemní vzdělávání (jazykové kurzy, další individuální vzdělávání) Stravenkový paušál Dog-friendly office 🐾 a park hned za rohem Jak u nás probíhá výběrové řízení? 1. Výběr životopisů 2. E-mail pozvánka na úvodní setkání s HR 3. Zpětná vazba nejpozději do 5 pracovních dnů 4. Zaslání zadání k vypracování před druhým kolem pohovoru 5. Druhé kolo pohovoru osobně s potenciálním nadřízeným 6. Finální nabídka 📩 Pošli nám své CV nebo LinkedIn profil. Možná právě tebe hledáme! 📍 RONDA INVEST, a.s . | Jsme česká investiční platforma, která roste s tebou.",https://www.jobs.cz/rpd/2000742512/,2000742512
